"","condition","worker_id","education","english_native","ethnicity","gender","age","religion","comp_check","comments","trialNum","swatch","response","responseCoded","rt","country"
"21","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",21,"BI2A00016","equally yes/no",0,940,"india"
"22","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",22,"BI2A00024","equally yes/no",0,917,"india"
"23","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",23,"BI2A00040","equally yes/no",0,796,"india"
"24","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",24,"BI2A00048","equally yes/no",0,701,"india"
"25","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",25,"BI2A00015","equally yes/no",0,933,"india"
"26","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",26,"BI2A00026","equally yes/no",0,995,"india"
"27","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",27,"BI2A00019","equally yes/no",0,868,"india"
"28","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",28,"BI2A00009","equally yes/no",0,927,"india"
"29","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",29,"BI2A00034","equally yes/no",0,869,"india"
"30","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",30,"BI2A00043","equally yes/no",0,1221,"india"
"31","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",31,"BI2A00023","equally yes/no",0,1421,"india"
"32","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",32,"BI2A00030","equally yes/no",0,804,"india"
"33","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",33,"BI2A00038","equally yes/no",0,805,"india"
"34","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",34,"BI2A00020","equally yes/no",0,760,"india"
"35","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",35,"BI2A00013","equally yes/no",0,771,"india"
"36","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",36,"BI2A00031","equally yes/no",0,805,"india"
"37","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",37,"BI2A00033","maybe no",-1,716,"india"
"38","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",38,"BI2A00007","maybe no",-1,916,"india"
"39","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",39,"BI2A00002","definitely yes",3,2915,"india"
"40","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",40,"BI2A00017","definitely yes",3,1461,"india"
"41","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",41,"BI2A00014","definitely yes",3,924,"india"
"42","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",42,"BI2A00027","definitely yes",3,1141,"india"
"43","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",43,"BI2A00025","definitely yes",3,2675,"india"
"44","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",44,"BI2A00012","definitely yes",3,906,"india"
"45","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",45,"BI2A00029","definitely yes",3,909,"india"
"46","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",46,"BI2A00045","definitely yes",3,821,"india"
"47","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",47,"BI2A00008","definitely yes",3,1500,"india"
"48","pain","A2VI55LKT5L4KB","grad_degree",NA,"asian_southAsian","male",37,"islam","In my opinion this one can feel pain for sure.","yes I am facing problem when loading images, one image represents more than one number I get confused whether images loaded correctly or not but otherwise this is very interesting and knowledgeable task,  ",48,"BI2A00021","definitely yes",3,947,"india"
"49","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",1,"BI2A00018","definitely no",-3,9766,"india"
"50","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",2,"BI2A00023","probably no",-2,10778,"india"
"51","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",3,"BI2A00030","definitely no",-3,1771,"india"
"52","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",4,"BI2A00041","definitely no",-3,3203,"india"
"53","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",5,"BI2A00042","definitely no",-3,3133,"india"
"54","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",6,"BI2A00002","maybe yes",1,17301,"india"
"55","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",7,"BI2A00013","maybe yes",1,2813,"india"
"56","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",8,"BI2A00045","definitely no",-3,1509,"india"
"57","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",9,"BI2A00046","definitely no",-3,862,"india"
"58","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",10,"BI2A00017","definitely no",-3,1461,"india"
"59","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",11,"BI2A00026","probably no",-2,5422,"india"
"60","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",12,"BI2A00021","definitely no",-3,1390,"india"
"61","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",13,"BI2A00044","definitely no",-3,950,"india"
"62","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",14,"BI2A00033","definitely no",-3,982,"india"
"63","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",15,"BI2A00009","equally yes/no",0,1974,"india"
"64","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",16,"BI2A00022","probably no",-2,3822,"india"
"65","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",17,"BI2A00037","definitely no",-3,1422,"india"
"66","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",18,"BI2A00032","definitely no",-3,949,"india"
"67","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",19,"BI2A00034","definitely no",-3,1021,"india"
"68","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",20,"BI2A00040","definitely no",-3,885,"india"
"69","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",21,"BI2A00029","definitely no",-3,1044,"india"
"70","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",22,"BI2A00011","maybe yes",1,2109,"india"
"71","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",23,"BI2A00007","maybe yes",1,902,"india"
"72","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",24,"BI2A00012","probably no",-2,3350,"india"
"73","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",25,"BI2A00035","definitely no",-3,1285,"india"
"74","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",26,"BI2A00024","maybe yes",1,4941,"india"
"75","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",27,"BI2A00048","definitely no",-3,2613,"india"
"76","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",28,"BI2A00019","maybe yes",1,1836,"india"
"77","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",29,"BI2A00003","maybe yes",1,1396,"india"
"78","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",30,"BI2A00015","maybe yes",1,1444,"india"
"79","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",31,"BI2A00027","definitely no",-3,1476,"india"
"80","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",32,"BI2A00039","definitely no",-3,756,"india"
"81","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",33,"BI2A00020","maybe yes",1,1685,"india"
"82","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",34,"BI2A00043","definitely no",-3,1347,"india"
"83","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",35,"BI2A00047","definitely no",-3,820,"india"
"84","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",36,"BI2A00036","definitely no",-3,1421,"india"
"85","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",37,"BI2A00038","definitely no",-3,621,"india"
"86","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",38,"BI2A00006","maybe yes",1,1228,"india"
"87","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",39,"BI2A00008","maybe yes",1,996,"india"
"88","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",40,"BI2A00016","maybe yes",1,893,"india"
"89","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",41,"BI2A00028","definitely no",-3,1372,"india"
"90","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",42,"BI2A00004","maybe yes",1,1204,"india"
"91","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",43,"BI2A00031","definitely no",-3,989,"india"
"92","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",44,"BI2A00005","maybe yes",1,1333,"india"
"93","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",45,"BI2A00001","maybe yes",1,1333,"india"
"94","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",46,"BI2A00025","definitely no",-3,1277,"india"
"95","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",47,"BI2A00010","maybe yes",1,1957,"india"
"96","hungry","A39YMNBDNCG82M","college_bachDegree",NA,"asian_otherAsian","male",30,"hinduism","In my opinion this thing can feel hungry ","",48,"BI2A00014","definitely no",-3,941,"india"
"97","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",1,"BI2A00029","definitely yes",3,14961,"india"
"98","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",2,"BI2A00036","definitely yes",3,7653,"india"
"99","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",3,"BI2A00015","definitely yes",3,6548,"india"
"100","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",4,"BI2A00006","definitely yes",3,2332,"india"
"101","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",5,"BI2A00031","definitely yes",3,3852,"india"
"102","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",6,"BI2A00022","definitely yes",3,2333,"india"
"103","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",7,"BI2A00012","definitely yes",3,2535,"india"
"104","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",8,"BI2A00025","definitely yes",3,1699,"india"
"105","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",9,"BI2A00014","definitely yes",3,2800,"india"
"106","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",10,"BI2A00037","definitely yes",3,1348,"india"
"107","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",11,"BI2A00020","definitely yes",3,1067,"india"
"108","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",12,"BI2A00046","definitely yes",3,1565,"india"
"109","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",13,"BI2A00018","definitely yes",3,2201,"india"
"110","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",14,"BI2A00004","definitely yes",3,1167,"india"
"111","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",15,"BI2A00005","definitely yes",3,952,"india"
"112","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",16,"BI2A00003","definitely yes",3,1182,"india"
"113","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",17,"BI2A00042","definitely yes",3,2484,"india"
"114","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",18,"BI2A00001","definitely yes",3,2148,"india"
"115","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",19,"BI2A00032","definitely yes",3,766,"india"
"116","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",20,"BI2A00013","definitely yes",3,819,"india"
"117","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",21,"BI2A00016","definitely yes",3,1265,"india"
"118","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",22,"BI2A00028","definitely yes",3,1734,"india"
"119","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",23,"BI2A00027","definitely yes",3,916,"india"
"120","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",24,"BI2A00044","definitely yes",3,834,"india"
"121","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",25,"BI2A00048","definitely yes",3,1200,"india"
"122","sense","A2QE8V300W9B5E","college_bachDegree",NA,"asian_southAsian","male",24,"hinduism","I think that this one can sense things that are close .","no comments",26,"BI2A00033","definitely yes",3,735,"india"
